,作者名字,分数,评论次数,评论,date
14082,花泽香菜灬酱,10,0,香菜赛高，血小板赛高！,2018-09-29 17:53:39
14083,Asukaダブルオー,10,0,完结撒花，13集都很好看,2018-09-29 17:53:58
14084,罗曼の音符,10,0,教育意义很强的好动画，真的很感谢陪伴,2018-09-29 17:54:26
14085,啊柒-,10,0,完结撒花~即使被撒了一脸狗粮也阻止不了我给它五星，为了我的宝贝细胞们能够早点休息，我去睡觉啦,2018-09-29 17:57:46
14086,彼世霜星,10,0,每多活一秒，身体里就会诞生无数的奇迹,2018-09-29 17:58:05
14087,小柴古月,10,0,很好的科普番,2018-09-29 17:59:17
14088,恐高患者埃里希,10,0,寓教于乐,2018-09-29 18:01:22
14089,邶国風,10,0,完结献血不撒花,2018-09-29 18:07:05
14090,草莓胖次呐,10,0,血小板我老婆,2018-09-29 18:10:34
14091,侠小然,8,0,子供神作,2018-09-29 18:10:41
14092,银川小白狐,6,0,吹得过头了,2018-09-29 18:11:12
14093,,10,0,完结撒花，感谢陪伴,2018-09-29 18:12:46
14094,月芽猫,10,0,什么都不想说了 开始二刷,2018-09-29 18:12:59
14095,サンムル,10,0,完结撒花。歌曲、作画和题材我都很喜欢。,2018-09-29 18:14:26
14096,神大人dy,10,0,大爱,2018-09-29 18:14:39
14097,光影之少年,10,0,有科普，有励志，又搞笑！10086个赞\(^o^)/！,2018-09-29 18:14:55
14098,守护，时光,10,0,血小板赛高,2018-09-29 18:16:02
14099,L•Lawliet,10,0,真的超级好看，最后几集感动到泪目。在此向所有细胞致以最高的敬意！,2018-09-29 18:16:38
14100,明溪秋水,10,0,不错,2018-09-29 18:17:43
14101,清歌流殇逝墨华,10,0,值得一看,2018-09-29 18:19:05
14102,咖啡冰茶,10,0,硬核科普番剧情拿捏恰当，弥补了自己生物知识٩(˃̶͈̀௰˂̶͈́)و,2018-09-29 18:20:59
14103,不知名的Nobody,10,0,完结献血啦╮(￣▽￣)╭,2018-09-29 18:23:54
14104,忽魂纠结,10,0,是这样的呀,2018-09-29 18:28:05
14105,薛奴猫定谔,10,0,看过的最优秀的之一,2018-09-29 18:28:21
14106,喵喵喵喵的喵小六,6,0,3星+：还行。中规中矩的科普番，题材新颖，科普到位，偏子供；通篇没什么亮点，但是血小板真可爱（捏捏），ClariS唱歌真好听，嘤嘤嘤。,2018-09-29 18:28:56
14107,潇洒55哥,10,0,感谢七月有你,2018-09-29 18:29:12
14108,幽玲忆雪,10,0,完结啦，超棒哒～,2018-09-29 18:29:29
14109,银河的终焉,10,0,非常好的科普番,2018-09-29 18:32:55
14110,紫言丶,10,0,完结撒花，感谢有你！o(*￣︶￣*)o    2018.09.30 02:34,2018-09-29 18:35:10
14111,取个名字好难……,10,0,五星好评，完结撒花。,2018-09-29 18:38:21
14112,我躺的很稳,10,0,我永远喜欢血小板。,2018-09-29 18:38:42
14113,神月千月,10,0,还想看怎么办！,2018-09-29 18:42:20
14114,SilverBulletH,10,0,很有意义的一部番,2018-09-29 18:43:57
14115,Worid岚,10,0,香菜香菜香菜,2018-09-29 18:44:56
14116,御坂15246,10,0,真的好看，期待出2,2018-09-29 18:45:24
14117,TryHard汐酱,10,0,可爱,2018-09-29 18:51:13
14118,杰个昵称很高级,10,0,看完惹！,2018-09-29 18:52:48
14119,mliemnh,10,0,好看。,2018-09-29 18:53:37
14120,九州问题少爷丶,10,0,很不错我喜欢,2018-09-29 18:59:10
14121,叫我绿小豆,10,0,真滴超级好看啊,2018-09-29 19:01:24
14122,禁咒的咏唱,10,0,神作，富有教育意义，还十分的有趣,2018-09-29 19:05:25
14123,真理说,10,0,呜呜呜呜呜呜呜呜呜,2018-09-29 19:06:32
14124,无恒之生,10,0,很好的科普动漫，各方面都有介绍，不错的。,2018-09-29 19:07:16
14125,子扬咩,10,0,真的很有意义的一部番,2018-09-29 19:07:27
14126,空晴雨雪,10,0,特别棒的科普动漫！,2018-09-29 19:11:32
14127,阿尔托莉雅の潘德拉贡,10,0,炒鸡可惜，这么快就没了，还想再多看看NK细胞呢,2018-09-29 19:16:17
14128,虎纹魔理鲨,10,0,迷之想看，迷之好看，真是搞不懂我自己啊_(:з)∠)_,2018-09-29 19:17:43
14129,tooooooLATE,10,0,完结撒花！,2018-09-29 19:18:43
14130,Noob和胡桃,10,0,看完整个人都不好了，担心生病和受伤…,2018-09-29 19:19:51
14131,乔鲁诺乔巴纳的梦想,10,0,完结撒花！可以说是十分励志了。但是推荐大家去black，看完后感触颇深，爱护身体真的很重要。,2018-09-29 19:24:53
14132,咚哒灬哟,10,0,飙血三升押注会有第二季ヾ(๑ ▿ ◠๑ ),2018-09-29 19:27:17
14133,释放我灵魂,10,0,不错哦，虽然不算非常完美，但是瑕不掩瑜啦，还是很值得一看的，老少皆宜哦(๑◝ᴗ◜๑),2018-09-29 19:28:32
14134,梦幻灭世,10,0,有趣的人设，有趣的剧情，有趣的知识。总之，这是一部有趣的优秀的动画作品！,2018-09-29 19:31:24
14135,啧啧的菠菜,10,0,好看，很有趣！,2018-09-29 19:33:31
14136,新月冰痕,10,0,完结撒花，真好看！,2018-09-29 19:35:52
14137,天真无邪眼,10,0,自己身体里有那么多的细胞在为自己这个非常脆弱的身体努力的工作着~ 你自己是不是也应该幸福并且感激着~这就是你的幸运呢~,2018-09-29 19:36:10
14138,bleach祺,10,0,棒棒的科普动画,2018-09-29 19:38:24
14139,ゆみ酱,10,0,完结撒血小板,2018-09-29 19:44:48
14140,北方_凌峰,10,81,每周天凌晨准点打卡，不知道完结后的日子怎么过。。,2018-09-29 19:47:51
14141,请叫我明哥,10,0,寓教于乐，真的能学到不少东西,2018-09-29 19:49:31
14142,绝版洛洛,10,0,神作啦！！！！！,2018-09-29 19:50:10
14143,大婉逗,10,0,温馨，治愈，感动，科普，为了这些可爱的细胞们，也会照顾好自己！,2018-09-29 20:00:47
14144,梦回雪月忆童年,10,0,超级可爱的血小板,2018-09-29 20:08:08
14145,木糖也田,10,0,非常棒的一部科普新番 既有知识又有萌点 赛高了嘞！,2018-09-29 20:12:43
14146,吝仪很非,10,0,不够看完全不够看……啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！,2018-09-29 20:17:31
14147,Y-Rei,10,0,其实评分这种事情，难免会带上个人的兴趣爱好，其实作品题材的加分点对我来说是站挺大比重的，对于日常番，我是很少很少能够完全打满分的，但！工作细胞例外。,2018-09-29 20:25:41
14148,喵界无解难题,10,0,超可爱血小板！科普君辛苦咯,2018-09-29 20:25:43
14149,--nero--,10,0,完结撒花,2018-09-29 20:25:50
14150,天一仇,10,0,非常有趣的科普动画，细胞拟人极其到位。,2018-09-29 20:40:07
14151,控世神,10,0,不要放弃，你的身体还有37兆多的细胞在为你努力工作呢，加油。,2018-09-29 20:47:35
14152,亡刃天鸿,10,0,有意思，好看,2018-09-29 21:08:57
14153,伍柒挽歌,10,0,感谢。。。,2018-09-29 21:09:55
14154,SOLITUDE_祁红,10,0,完结啦～撒花～很有意义的一部番～,2018-09-29 21:16:12
14155,怃隼隼隼隼,10,0,好看  不知道有没有第二季,2018-09-29 21:23:15
14156,1300956873,10,0,这是细胞的故事，也是你的故事,2018-09-29 21:25:13
14157,小高冷！！！,10,0,科普向，最后一话让我知道身体健康的重要性！！,2018-09-29 21:27:42
14158,佑秋凉,10,0,啊，这局身体过得太凄惨了，要不是细胞们太努力，我差点儿就信了！,2018-09-29 21:28:21
14159,千纱酱世界第一可爱,10,0,完结撒花,2018-09-29 21:29:42
14160,wsadjkou,10,0,完结撒花,2018-09-29 21:33:34
14161,忆段-,10,0,破亿警告,2018-09-29 21:49:10
14162,IKAROS雾岛,10,0,能把故事讲好的番，哪怕只是简单的单元剧，评价都不会差。,2018-09-29 21:54:29
14163,Rainbow_flame,10,0,完结撒花，一部很好的番。,2018-09-29 21:56:48
14164,Poppyよ,10,0,七月有你，真的太好了,2018-09-29 21:57:36
14165,珂朵莉碳,10,0,谢谢你，陪伴了我高中最长的一个暑假,2018-09-29 22:08:39
14166,僵尸Ein,10,0,完结撒血老板,2018-09-29 22:11:54
14167,莫云珲,10,0,接二连三の完结，……难过QAQ,2018-09-29 22:19:03
14168,苍穹暮落宝典,10,0,很棒,2018-09-29 22:21:36
14169,小拳拳捶你胸口QWQ,10,0,谢谢bilibili，你让我知道了身体的重要。谢谢！,2018-09-29 22:23:41
14170,剑殒化仙,10,0,非常好看,2018-09-29 22:24:50
14171,摇光格子,10,0,看的舒服，已经很久没看到过这样的硬核番剧了，期待第二季！！,2018-09-29 22:25:32
14172,选手阿尼不,10,0,五星,2018-09-29 22:35:51
14173,在下红鲤鱼与绿鲤鱼,10,0,好看，不错不错,2018-09-29 22:38:15
14174,yesluck,10,0,很不错的科普番，巧妙地将专业知识进行拟人化，萌、战斗、日常、灾难，做得不错，集数的编排顺序也是很懂大家的心思啊，再加上发生在如此亲切的人体内，受众范围很广，产生如此高的人气效应也是理所当然的……,2018-09-29 22:40:38
14175,八字狐,10,0,永远都有37兆2千亿个细胞在默默支持你，还有什么理由退缩呢?,2018-09-29 22:50:09
14176,冬天的燚雨,10,0,不仅好看，还给你科普知识，是部好动漫啊,2018-09-29 22:50:47
14177,金杯车壮汉零零壹號,10,0,为了血小板而来,2018-09-29 22:58:54
14178,我爱h萝,10,0,想给五星,2018-09-29 22:59:37
14179,种子桃,10,0,完结了，我以后看什么呢？好寂寞,2018-09-29 23:00:10
14180,撒豆子。。。,10,0,太好看了！还能学到好多东西！满满的感动,2018-09-29 23:02:25
14181,小贱菌Y,10,0,很可爱的一部番！,2018-09-29 23:04:13
14182,随你我心,10,0,这番我追定了,2018-09-29 23:04:51
14183,白色的云,10,0,棒棒！,2018-09-29 23:05:47
14184,ICEBERG-,10,0,最高(╥﹏╥)期待下一季！黑色系列也OK！,2018-09-29 23:08:52
14185,丶星逸君,10,0,轻松又富有教育意义，搞笑又暖心，实属一部很棒的作品！,2018-09-29 23:10:13
14186,金泰亨女友专用号,10,0,良心动漫，作为一名医学生特别有感触,2018-09-29 23:12:56
14187,速失端迹,10,0,身体内每一个细胞的生活，化为了我们。,2018-09-29 23:13:43
14188,遊子Yuuzu,10,1,最后一集献血看的有点感动，感谢这么多无偿献血的人们，你们拯救了世界。我也想去献血了23333,2018-09-29 23:15:56
14189,但的蛋,10,0,追番不后悔，就是不错的番,2018-09-29 23:16:55
14190,此心似浮云,10,0,看的很舒服，是好番,2018-09-29 23:17:24
14191,なかのみくMiku,10,1,癌细胞部分被砍了？感觉集数少了一点,2018-09-29 23:17:31
14192,嫣红满天星,10,0,非常精彩，剧情和科普都很好,2018-09-29 23:18:01
14193,贝克街の小灰,10,1,感谢陪伴,2018-09-29 23:21:24
14194,友利奈绪_,10,0,非常棒的科普，你们要知道，即使全世界人不支持你，还有你的36兆细胞支持你啊,2018-09-29 23:27:16
14195,firstdie128,10,0,血小板我的,2018-09-29 23:29:39
14196,Hydrogen灬,10,0,比课本好太多了,2018-09-29 23:34:39
14197,某抖m的总受,10,0,很良心的科普番,2018-09-29 23:35:58
14198,爱してるNagisa,10,0,工作细胞,2018-09-29 23:36:21
14199,藤原小千花,10,0,血小板是我的,2018-09-29 23:36:45
14200,今天一定努力学习,10,0,超好看呜呜呜呜呜完结撒花，多谢款待,2018-09-29 23:36:53
14201,天鹅湖的容嬷嬷,10,0,娱乐中带着科普，血小板萌到炸,2018-09-29 23:37:52
14202,喜提和泉纱雾,10,0,看完番后感觉少了一位老朋友,2018-09-29 23:38:40
14203,帅气的希希吖,10,0,不舍得哇呜呜,2018-09-29 23:38:40
14204,五档电风扇ヽ,10,0,_(:ᗤ」ㄥ)_,2018-09-29 23:41:07
14205,聆听花雨1030,10,0,作为一名医学生我想说 ……  就不能早点出这部番吗！！！想当年考免疫背的不要不要的！！！以及本来想把这番推荐给我表弟……思考了一下觉得不行  太血腥了（滑稽）,2018-09-29 23:41:51
14206,恶魔嗜少女,10,0,好评！！！！赞！！！,2018-09-29 23:42:34
14207,落叶天降,10,0,很暖心，看着很舒服，有很多什么都不知道的细胞，为你不顾一切的工作着。,2018-09-29 23:42:36
14208,绘希taeny,10,0,完结撒花,2018-09-29 23:46:18
14209,止戈流开饭,10,0,啊，好舍不得完结啊,2018-09-29 23:46:47
14210,Hannnnnnnnnn,10,0,好看好看！,2018-09-29 23:46:47
14211,Asterr,10,0,身为医学生的我觉得超级棒！,2018-09-29 23:49:22
14212,陈皮檀香,8,0,近年来的日本动画题材实在是单一，贫乏。固然有类似这一部的作品，但是始终难以形成话题度。就凭这个，这一部工作细胞就值得高分。各个方面做的也都不错单元剧的架构很好，但是剧本深度还是稍微缺乏，看完后有点无力,2018-09-29 23:51:14
14213,克弥尔克,10,0,完结撒花,2018-09-29 23:54:32
14214,生活的勇者,10,0,很好的科普番，当年高考有这个就好了,2018-09-29 23:55:49
14215,Nanjolno姫,10,0,真是很好的作品，为我这学渣科普了这么多身体的知识，再也不敢让身体随便受伤了。祝大家身体健康,2018-09-29 23:56:07
14216,斩妹中的王者,8,0,我永远喜欢红细胞~~~~,2018-09-29 23:58:49
14217,日常の奇跡,10,0,年度最佳,2018-09-29 23:58:51
14218,泡面超人，,10,0,怎么这么快就完结啦？还没看够啊,2018-09-30 00:00:07
14219,幼儿园扛把子狐狸,10,0,超级棒啊www,2018-09-30 00:01:00
14220,筽迷l,10,0,谢谢你们的陪伴，真的感谢，还会等着你们哦！期待与你们再次相见！！,2018-09-30 00:01:28
14221,牵鸡杀手,10,0,还不错的 属于看了不后悔的番 当然个人更爱好碧蓝之海 哈哈,2018-09-30 00:02:11
14222,最亮的星辰,10,0,好番，追了！！！,2018-09-30 00:02:32
14223,霖苑青渊,10,0,好看好看～感动～期待第二季～,2018-09-30 00:02:36
14224,落寞の秋千,10,0,简单基本的人体的构成科普外加狗粮番，这番相当有东西了,2018-09-30 00:02:40
14225,英台我是梁山伯,10,0,请继续在我身体里面谈恋爱吧,2018-09-30 00:06:15
14226,幸福を与える,10,0,很好看，不错,2018-09-30 00:07:40
14227,A老摩,10,0,终于完结了，看到身体内的细胞如此的拼命，我们还有什么困难好抱怨。努力的活下去。即使是为了在身体内为我们拼命的细胞。,2018-09-30 00:07:47
14228,,10,0,超良心科普暖心番，完結撒花，感謝陪伴！,2018-09-30 00:08:09
14229,BurgessLv,10,0,先说一下这个是，我之前是没有看过同等题材的这样的一个番剧，看过之后就觉得这个翻译的题材，非常好也非常有意义。我真的是非常非常喜欢这部番剧，非常非常喜欢《工作细胞》，血小板赛高。,2018-09-30 00:08:24
14230,出售一只酱猫,10,0,好棒啊,2018-09-30 00:08:55
14231,季忆念夏,10,0,优秀的动画,2018-09-30 00:08:57
14232,ゆきおに,10,0,萌就对了,2018-09-30 00:10:48
14233,诡心者,10,0,非常好看,2018-09-30 00:12:28
14234,嘘丶匙,10,0,今天的细胞们也在精神满满的工作呢,2018-09-30 00:13:48
14235,YR-strawberry,2,0,不喜欢红血球,2018-09-30 00:18:00
14236,_Saraphines,10,0,五星差评,2018-09-30 00:18:24
14237,香蕉是酸的,10,0,赞(/≧▽≦/),2018-09-30 00:18:48
14238,汉有游女不可求思,10,0,身体里的每一个细胞都在为了我们更好地活着而拼命努力哦,2018-09-30 00:18:55
14239,冫阿坤,10,0,十分有趣。,2018-09-30 00:19:02
14240,玄华奏章,10,0,吹爆,2018-09-30 00:19:51
14241,イザヤ臨也,10,0,感谢这三个月以来的陪伴٩(ˊωˋ*)و有缘再见(๑ºั╰╯ºั๑),2018-09-30 00:20:08
14242,就叫我包包大人吧,10,0,七月霸权，就酱,2018-09-30 00:21:33
14243,柒捌久时,10,0,内容情感丰富，也能学到很多知识，非常niceヽ(〃∀〃)ﾉ,2018-09-30 00:21:54
14244,唠叨的猫咪控,10,0,完结了略有不舍，工作细胞形象的体现出了人体内部这个大家庭，大家都这么努力的工作为了你的身体，你又何尝能轻易放弃？加油！别让我们的守护神失望！,2018-09-30 00:23:42
14245,FWB冷凝,10,0,好看,2018-09-30 00:24:34
14246,红鱼瓷,8,0,所以，还有下一季吗？,2018-09-30 00:25:00
14247,w3333333333,10,0,可能是今年最好的动漫了吧,2018-09-30 00:26:02
14248,哪急急急,10,0,科普意义重大,2018-09-30 00:26:42
14249,英文课本,10,0,满分！,2018-09-30 00:26:58
14250,千乐入耳,10,0,工作细胞终于是完结了，说实话真的是很好看的一部科普番。要我们好好珍惜自己的身体，当自己生病的时候，身体里的那么多细胞们也在经历一场危机。比老师上课或者课本上更加生动，看过令人印象深刻。所以我给五星好评,2018-09-30 00:30:09
14251,雨叶庭,10,0,科普向最佳……可能是之一，也可能不是，而是唯一,2018-09-30 00:30:35
14252,kkk可乐鸡翅,10,0,我太喜欢工作细胞了！希望有下一季,2018-09-30 00:30:40
14253,Norimaki_arale,10,0,挺好看。。但最后还是没看够似的,2018-09-30 00:31:01
14254,未来1021,10,0,那么长时间，终于完结啦。。。从最终的观看到现在，我已经逐渐喜欢上了这个微观世界现在完结了，多少有点舍不得。。。不管怎么样，为这部番点赞点赞点赞!!期待第二季呀,2018-09-30 00:31:17
14255,藏海沉沙,10,0,工作细胞真的是又科普又生动，完结之后就去献血,2018-09-30 00:31:59
14256,在下藤丸,10,0,感谢陪伴，愿身体健康，大家都努力工作哟！,2018-09-30 00:32:28
14257,真菌本菌,8,0,很好看啊，就是没看够,2018-09-30 00:32:45
14258,如月真凌的指导,10,0,五星好评，无需多言！,2018-09-30 00:34:16
14259,不知道是什么猫,10,0,超级棒啊!感谢体内的细胞们!,2018-09-30 00:34:28
14260,特麦尔欧,10,0,有科普，有趣，喜欢,2018-09-30 00:34:39
14261,やとがみ雄鹰,10,0,科普番，既放松又涨知识！好评,2018-09-30 00:35:11
14262,无稽之谈的怪诞光小姐,10,0,棒棒哒,2018-09-30 00:38:56
14263,头像背后藏着什么呢,10,0,看的相当舒服！,2018-09-30 00:40:18
14264,荒亡,10,0,超好看！,2018-09-30 00:40:44
14265,STALKER-_-,10,0,完结撒花！！！,2018-09-30 00:40:54
14266,批里批里NMsL,10,0,非常好的科普动画,2018-09-30 00:40:58
14267,愛動漫的七月,10,0,看完之后就觉得好感动，在我们的身体里有这么多的细胞在保护者我们，所以不要轻易的放弃生命，因为我们不是一个人,2018-09-30 00:41:13
14268,LEGND丶フラッド,10,0,炒鸡 好看的 希望b站以后还能多进一些这样的良心番(๑◝ᴗ◜๑),2018-09-30 00:44:56
14269,雅痞青年与大长腿,10,0,支撑我这个文科生看完这部番的动力就是看红细胞和白血球秀恩爱……好久没有哪对BG让我觉得这么甜了……,2018-09-30 00:45:40
14270,西西柯小南,10,0,啥也别说了 充满人情味的硬核科普  就属于工作细胞,2018-09-30 00:45:57
14271,可是呆毛没饭吃了,10,0,诙谐有趣的科普番,2018-09-30 00:46:11
14272,昔雨夕雲,10,0,很好看的科普番(〜￣▽￣)〜,2018-09-30 00:49:17
14273,名名君丶,10,0,完结撒花,2018-09-30 00:49:32
14274,小逗比2333345,10,0,细胞一直都在努力完成自己的任务哦,2018-09-30 00:51:16
14275,神族狂热者,10,0,我们的身体里大约有三十七兆两千亿的细胞，每天每天，24小时，365天，精神百倍的工作着。就算是为了努力工作的细胞们，也要好好爱惜自己的身体啊。,2018-09-30 00:52:36
14276,月王丶篝键,10,0,为了身体里爱你的37兆细胞，爱惜自己的身体吧,2018-09-30 00:52:37
14277,九木丶久,10,0,完结撒花！,2018-09-30 00:52:43
14278,暗界魅影,10,0,不错，不错,2018-09-30 00:53:23
14279,骨喰米拉斯拉瓦,10,0,完结撒花！感谢陪伴！,2018-09-30 00:53:37
14280,红尘孤寒一轻舟,10,0,健康第一,2018-09-30 00:54:33
14281,Song_Lonely,10,0,好看，结局很好，,2018-09-30 00:56:47
14282,GunyBili,10,0,今天细胞们也精神十足地工作着！完结撒花，感谢陪伴。,2018-09-30 00:57:29
14283,火火焰飞,10,0,好看,2018-09-30 00:58:04
14284,酱酱缁,10,0,好看,2018-09-30 00:58:16
14285,晓白渴望高产,10,0,这是我见过最棒的教育类动画，血小板超可爱( ´艸｀),2018-09-30 00:58:52
14286,PiKaacheU,8,0,不是那么对我胃口  不过科普还是很不错的,2018-09-30 00:59:29
14287,-炤云-,10,0,完结撒花,2018-09-30 00:59:48
14288,SomeLight,10,0,看完这部番，我求生欲变得贼强。,2018-09-30 01:01:28
14289,刀舞樱落,10,0,我永远喜欢红细胞,2018-09-30 01:01:41
14290,李他喵,10,0,完结撒花，值得一看,2018-09-30 01:02:38
14291,手残也要装逼,10,0,看完后让人更加珍惜自己的健康！,2018-09-30 01:04:58
14292,桜木伟,10,0,一个科普番 搞得这么感动 什么鬼啊,2018-09-30 01:06:03
14293,碎梦心辰,10,0,七月霸权不解释,2018-09-30 01:06:16
14294,木樱风鬼,10,0,这是一篇从不脱离主题，用词严谨生动幽默的硬核说明文。有别于近几年很多的番剧，这部作品重新向我们阐述了，没有花里胡哨，仅是科普加上有趣就足以深受喜爱。,2018-09-30 01:06:25
14295,i幽光,10,0,这番我追定了(*σ´∀`)σ,2018-09-30 01:07:04
14296,crw0520,10,0,从第一集看到就一直追更，后来微免老师也推荐了这部番，通过看剧学知识真的非常有趣。,2018-09-30 01:09:02
14297,MtwoTho,10,0,完美,2018-09-30 01:11:46
14298,周杰伦也上B站,10,0,"真是好看啊……不说了,先去献血了.",2018-09-30 01:13:11
14299,令和伪娘,6,0,看完了，不错。,2018-09-30 01:14:14
14300,毛毛虫要化蝶吖,10,0,一部开拓性质的动漫,2018-09-30 01:17:01
14301,嘻哈绅士,10,0,好看，有趣。老套的故事放到细胞里一下子就有趣起来了。,2018-09-30 01:17:57
14302,本草药香,10,0,挺不错的,2018-09-30 01:18:33
14303,松风拂溪,10,0,科普的神番,2018-09-30 01:18:37
14304,奇奇的世界,10,0,好科普的动漫,2018-09-30 01:22:19
14305,骑着轮子的羊,10,0,生物学考B瑟瑟发抖_(:3 」∠)_,2018-09-30 01:22:37
14306,凌云亦驾梦,10,0,感谢陪伴还有普及！想要第二季！啊！！,2018-09-30 01:24:36
14307,辞燕歌,10,0,为了身体里的37兆2千亿个细胞，也要记得健康第一啊,2018-09-30 01:26:20
14308,晴雯撕扇为谁颜,8,0,废萌番在我这不会5星，只能说还不错的废萌番看的下去。,2018-09-30 01:26:21
14309,想让账号回来的咸鱼,10,0,谢谢身体里为我拼命工作的大家！我会好好珍惜自己，维持健康，定时查体，多多运动，偶尔献血，多喝热水，感谢这段日子的陪伴，接下来的日子也请多多关照，阿里嘎多！,2018-09-30 01:27:32
14310,无事莫登旧人梦,10,0,很好看。七月最强,2018-09-30 01:28:07
14311,风逝时光,10,0,工作吧，细胞,2018-09-30 01:29:38
14312,萌新萝卜菌i,10,0,承包血小板,2018-09-30 01:29:51
14313,心艰体乏梦中空,10,0,最后的最后我泪目了………&&&****（（（%%…………,2018-09-30 01:30:04
14314,仲夏秋水,10,0,感动,2018-09-30 01:30:51
14315,GP03D石斛兰,10,0,希望BLACK也可以动画化,2018-09-30 01:31:46
14316,我的萌友很少,10,0,很棒！,2018-09-30 01:31:48
14317,DGHGHGGFSDF,8,0,虽然看完了也没有学到什么，但是萌就完了!,2018-09-30 01:32:14
14318,ChristineHenri,10,0,很好的新番，希望国内以后也能出一些这样科普类动画，不管是对成人还是儿童都是比较不错。,2018-09-30 01:33:10
14319,我永远喜欢桐人亚丝娜,10,0,好,2018-09-30 01:33:59
14320,没人要得燕子,10,0,有趣的科普，让人一下就记住,2018-09-30 01:36:06
14321,少年游意,10,0,除了一些专有名词的翻译和国内不太一样之外 就番剧本身而言非常好看 看了之后不仅复习了生物知识 也更加珍惜自己的身体 毕竟体细胞们那么不容易呢,2018-09-30 01:36:33
14322,Drinking_liFe,10,0,完结撒花～很有趣的科普向萌向动画，长幼咸宜，超可爱的血小板，今天也很努力的红白cp，信鸽风巨噬小姐姐，腹黑树突，暴躁t……每一个角色都有自己的特色和魅力(´▽`ʃƪ),2018-09-30 01:36:57
14323,做一个受小姐姐欢迎的人,10,0,什么时候出第二季，没有血小板看我要死,2018-09-30 01:37:05
14324,小林家的制服龙,10,0,看了这番以后，即使你不喜欢生物学，也会产生学习它的兴趣，作为一部教育番，很成功了。,2018-09-30 01:37:47
14325,大和号战列舰_一号舰,10,0,松冈爱衣催婚协会,2018-09-30 01:38:08
14326,祈人之忧,10,0,我们仍未知道那天所增加的细胞的来处，这个世界究竟发生了什么，细胞们还无从得知，身处人体这方小天地，细胞们只是单纯的为这方天地努力和奋斗着，关于细胞、人和现实三者，这是一部把寓教于乐诠释到极致的作品！,2018-09-30 01:38:50
14327,平家boynextdoor,10,0,好长时间没看过那么优秀动漫了，但是到后面几集画面有点崩，一股经费不足的感觉,2018-09-30 01:39:13
14328,晨 曦,10,0,7月霸权完结,2018-09-30 01:39:48
14329,SirParsifal,10,0,满分！相当优秀的科普向作品,2018-09-30 01:40:57
14330,帅天帅地帅空气的帝天大人冕下参上,10,0,有趣的科普，寓教于乐,2018-09-30 01:41:11
14331,贫穷限制幻想象,10,0,妙，最后一集以为是末日了，结果一群东北人着实让我懵逼。总之，科普的不错，要是我上高中的时候有这个番就好了。,2018-09-30 01:41:48
14332,一氧化二氢,10,0,谢谢。,2018-09-30 01:42:05
14333,一切成谜de纠纠,10,0,作为一名医学生，以前看书是，这是啥，这又是啥，这都是啥和啥；现在是，哦，妹抖，哦，蹭的累，哦，兄贵。,2018-09-30 01:42:20
14334,九夜十九,10,0,硬核科（虐）普（狗），看的开心还能补点生理知识,2018-09-30 01:43:16
14335,灰熊幼崽,10,0,如果单纯从动画角度来讲，这番也就三星。但是能认真的把科普和动画结合起来而且兼顾艺术性、科学性、趣味性、思想性各方面都不敷衍，这份用心良苦给多少颗星都不过分。,2018-09-30 01:43:22
14336,Miku谦之初学者,10,0,真的蛮好看的一部番，科普性蛮强的，就是13集有点不够看的，求出第二季,2018-09-30 01:44:27
14337,暖男是大叔鸭,10,0,搞笑治愈，非常喜欢,2018-09-30 01:44:39
14338,大脸猫大脸猫爱吃鱼L77,10,0,完结撒花 真的很有教育意义的番 温馨又治愈,2018-09-30 01:45:58
14339,ThESUNWILL,10,0,科普的很平易近人，而且拟人化真的不要太可爱哦，很好的番，大力支持啊啊啊啊啊,2018-09-30 01:46:28
14340,从不中奖的锦依卫,10,0,突然想留下自己的足迹，写点东西吧，一直在追着看，也被科普了很多东西，吃了一个季度的红白细胞狗粮，但是都挺好的，每一次看都有一种温馨感，希望以后这种动漫能多一点吧(^ω^),2018-09-30 01:47:05
14341,上鸣鸣,10,0,呜呜呜完结撒花，坐等第二季,2018-09-30 01:47:57
14342,guiltyxy,10,0,好的科普番还是太少，希望以后能出类似的番。,2018-09-30 01:50:15
14343,一顼233,10,0,|ω・）非常好看的科普番,2018-09-30 01:50:25
14344,傻子家的小傻子,10,0,完结鲜血去！,2018-09-30 01:53:19
14345,重启之人,10,0,真是正能量啊，，全程都很舒服的番,2018-09-30 01:55:01
14346,沧澜枫瑕,10,0,好看,2018-09-30 01:56:04
14347,萌蓝MoeBlue,10,0,总有一些人对这番有莫名奇妙的要求，这就是个科普番难道还要像紫罗兰那样画风精美？,2018-09-30 01:56:48
14348,kj时光,10,0,完结撒花，不，撒狗粮！,2018-09-30 01:57:40
14349,czzzzzcszz,10,0,满分，好看的科普番，血小板赛高！,2018-09-30 02:01:43
14350,东尼博士,10,0,感觉陪伴，下季再见,2018-09-30 02:02:38
14351,锦户水笔子,10,0,讲的很细致啊其实，关于各种细胞啊他们之间的关系，体内发生的各种现象之类的，我只能说：高中毕业的第四年，我又重回高三了【没有,2018-09-30 02:04:04
14352,,10,0,看看别人的科普动画,2018-09-30 02:04:06
14353,绝望の欧吉桑,10,0,没的说,2018-09-30 02:08:36
